,district,date,Crop,crop_type,crop_sown,rainfall_mm,temp_avg_C,humidity_avg,wind_speed_avg_Kmph,mrp_rs_kg,Min_duration_days,max_duration_days,duration_months,avg_cost_of_cultivation_rs_ac,Yield_kg_ac,Soil_type,avg_pH,N_kg_ha,P_kg_ha,K_kg_ha,irrigation,profit_rs_ac,ROI,sow_and_harvest,crop_term
727,medak,2020-Mar,Cabbage,vegetable,False,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,18.0,90,90,3.0,28500,8099.0,sandy loam,6.5,90.0,90,90.0,True,0.0,0.0,one_sow_one_harvest,short_term
728,medak,2020-Mar,Coccinea,vegetable,False,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,30.0,180,180,6.0,38000,14993.0,loamy soil,6.25,80.0,60,40.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
729,medak,2020-Mar,Turmeric,other_commercial_crop,False,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,87.0,210,210,7.0,67000,1200.0,clay loam,6.0,120.0,50,80.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
730,medak,2020-Mar,Banana,fruit,True,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,39.0,360,360,12.0,90000,16183.0,loamy soil,6.75,400.0,120,600.0,True,541137.0,601.2633056640625,one_sow_few_harvests,intermediate_term
731,medak,2020-Mar,Dates,dry_fruit,False,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,315.0,1080,1080,36.0,395000,12000.0,sandy loamy,9.5,32.0,32,32.0,False,0.0,0.0,one_sow_many_harvests,long_term
732,medak,2020-Mar,Pomegrante,fruit,True,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,119.0,1980,1980,66.0,61500,9000.0,loamy soil,7.25,56.0,20,20.0,True,1009500.0,1641.46337890625,one_sow_many_harvests,long_term
733,medak,2020-Mar,Custard apple,fruit,False,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,58.0,1080,1080,36.0,29000,8005.0,loamy soil,6.0,25.0,12,12.0,False,0.0,0.0,one_sow_many_harvests,long_term
734,medak,2020-Mar,Grapes,fruit,False,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,111.0,900,900,30.0,92000,20235.279296875,sandy loam,7.25,215.0,75,100.0,True,0.0,0.0,one_sow_many_harvests,long_term
735,medak,2020-Mar,Papaya,fruit,True,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,38.0,210,210,7.0,72000,30000.0,sandy loam,6.75,1088.0,72,527.0,True,1068000.0,1483.3333740234375,one_sow_many_harvests,intermediate_term
736,medak,2020-Mar,Mango,fruit,True,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,62.0,1800,2880,78.0,46750,3000.0,sandy loam,6.5,400.0,400,600.0,False,139250.0,297.8609619140625,one_sow_many_harvests,long_term
737,medak,2020-Mar,Dragon Fruit,fruit,False,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,131.0,240,720,16.0,430000,10000.0,sandy loam,6.0,170.0,170,170.0,False,0.0,0.0,one_sow_many_harvests,long_term
738,medak,2020-Mar,Rose,flower,True,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,176.0,45,50,1.5833333730697632,47000,800.0,loamy soil,6.25,200.0,75,125.0,True,93800.0,199.574462890625,one_sow_many_harvests,short_term
739,medak,2020-Mar,Marigold,flower,False,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,83.0,56,60,1.9333332777023315,30500,10000.0,sandy loam,7.25,45.0,90,75.0,False,0.0,0.0,one_sow_few_harvests,short_term
740,medak,2020-Mar,Capsicum,vegetable,False,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,18.0,55,90,2.4166667461395264,42000,39992.0,clay loam,6.5,40.0,60,30.0,True,0.0,0.0,one_sow_few_harvests,short_term
741,medak,2020-Mar,Cauliflower,vegetable,False,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,25.0,90,120,3.5,29500,8097.0,loamy soil,6.5,120.0,80,80.0,True,0.0,0.0,one_sow_one_harvest,short_term
742,medak,2020-Mar,Bitter Gourd,vegetable,True,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,36.0,55,60,1.9166666269302368,22000,6062.0,sandy loam,6.5,120.0,40,80.0,False,196232.0,891.963623046875,one_sow_few_harvests,short_term
743,medak,2020-Mar,Bottle Gourd,vegetable,True,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,21.0,110,120,3.8333332538604736,22000,16003.0,sandy loam,7.0,120.0,40,80.0,True,314063.0,1427.55908203125,one_sow_few_harvests,short_term
744,medak,2020-Mar,Cashew ,dry_fruit,False,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,653.0,720,1080,30.0,31000,1300.0,sandy loam,5.75,890.0,445,445.0,False,0.0,0.0,one_sow_many_harvests,long_term
745,medak,2020-Mar,Mulberry,fruit,False,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,169.0,150,180,5.5,45000,25000.0,loamy soil,6.5,350.0,140,140.0,True,0.0,0.0,one_sow_many_harvests,intermediate_term
746,medak,2020-Mar,Coconut,fruit,False,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,112.0,2160,3600,96.0,40500,2783.0,sandy loam,6.599999904632568,800.0,40,160.0,False,0.0,0.0,one_sow_many_harvests,long_term
747,medak,2020-Mar,Jasmine,flower,False,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,988.0,240,270,8.5,33500,800.0,loamy soil,7.0,50.0,100,100.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
748,medak,2020-Mar,Chrysanthemum,flower,True,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,94.0,75,90,2.75,33500,10003.0,sandy loam,6.75,125.0,120,25.0,True,906782.0,2706.81201171875,one_sow_few_harvests,short_term
749,medak,2020-Mar,Avacado,fruit,True,3.493333339691162,31.163330078125,49.78333282470703,6.159999847412109,194.0,1095,1460,42.58333206176758,350000,12003.0,sandy loam,6.0,50.0,25,25.0,True,1978582.0,565.3091430664062,one_sow_many_harvests,long_term
750,Medak,2020-Apr,PADDY,grains,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,18.1560001373291,90,110,3.3333332538604736,36000,2500.0,loamy soil,5.75,150.0,60,60.0,True,0.0,0.0,one_sow_one_harvest,short_term
751,Medak,2020-Apr,Wheat,grains,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,21.479999542236328,210,240,7.5,16500,2300.0,loamy soil,6.5,80.0,40,40.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
752,Medak,2020-Apr,JOWAR ,grains,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,35.0,65,75,2.3333332538604736,17000,861.0,loamy soil,6.75,80.0,40,40.0,True,0.0,0.0,one_sow_one_harvest,short_term
753,Medak,2020-Apr,BAJRA ,grains,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,25.139999389648438,70,90,2.6666667461395264,11000,2500.0,sandy loam,0.75,80.0,40,40.0,False,0.0,0.0,one_sow_one_harvest,short_term
754,Medak,2020-Apr,MAIZE,grains,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,17.600000381469727,105,110,3.5833332538604736,25000,2157.0,loamy soil,6.5,60.0,30,30.0,True,0.0,0.0,one_sow_one_harvest,short_term
755,Medak,2020-Apr,RAGI   ,grains,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,21.0,120,135,4.25,13000,648.0,loamy soil,6.0,40.0,20,20.0,False,0.0,0.0,one_sow_one_harvest,intermediate_term
756,Medak,2020-Apr,REDGRAM,grains,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,43.0,100,120,3.6666667461395264,17500,800.0,loamy soil,5.25,10.0,20,12.0,True,0.0,0.0,one_sow_one_harvest,short_term
757,Medak,2020-Apr,GREENGRAM  ,grains,True,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,51.25,60,65,2.0833332538604736,15000,384.0,sandy loam,6.75,20.0,40,0.0,False,4680.0,31.200000762939453,one_sow_one_harvest,short_term
758,Medak,2020-Apr,BLACKGRAM ,grains,True,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,41.0,70,85,2.5833332538604736,16000,729.0,sandy loam,7.150000095367432,20.0,40,40.0,False,13889.0,86.8062515258789,one_sow_one_harvest,short_term
759,Medak,2020-Apr,HORSEGRAM,grains,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,48.36000061035156,90,135,3.75,15500,355.0,loamy soil,6.5,12.5,25,12.5,False,0.0,0.0,one_sow_one_harvest,short_term
760,Medak,2020-Apr,BengalGram,grains,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,48.75,160,170,5.5,21000,620.0,sandy loam,6.25,10.0,40,20.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
761,Medak,2020-Apr,Cowpea,grains,True,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,44.400001525878906,90,125,3.5833332538604736,8500,334.0,sandy loam,7.099999904632568,135.0,31,250.0,True,6329.60009765625,74.46588134765625,one_sow_one_harvest,short_term
762,Medak,2020-Apr,GROUNDNUT,fruit,True,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,30.0,110,120,3.8333332538604736,22500,1189.0,sandy loam,6.25,60.0,45,48.0,True,13170.0,58.53333282470703,one_sow_one_harvest,short_term
763,Medak,2020-Apr,SESAMUM (Gingelly),grains,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,38.95000076293945,90,130,3.6666667461395264,13500,350.0,loamy soil,6.75,17.0,13,13.0,True,0.0,0.0,one_sow_one_harvest,short_term
764,Medak,2020-Apr,SUNFLOWER,flower,True,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,38.04999923706055,90,100,3.1666667461395264,20500,904.0,sandy loam,6.400000095367432,150.0,75,50.0,True,13897.2001953125,67.79122161865234,one_sow_one_harvest,short_term
765,Medak,2020-Apr,Safflower,flower,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,34.560001373291016,120,150,4.5,14000,448.0,sandy loam,6.5,24.0,108,48.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
766,Medak,2020-Apr,CASTOR  ,oil_seeds,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,34.25,150,300,7.5,16500,657.0,sandy loam,5.75,40.0,25,15.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
767,Medak,2020-Apr,SOYABEAN,oil_seeds,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,38.79999923706055,50,145,3.25,11500,866.0,loamy soil,6.75,20.0,40,20.0,True,0.0,0.0,one_sow_few_harvests,short_term
768,Medak,2020-Apr,COTTON,other_commercial_crop,True,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,189.0,180,240,7.0,37500,498.0,sandy loam,6.900000095367432,80.0,40,40.0,False,56622.0,150.99200439453125,one_sow_few_harvests,intermediate_term
769,Medak,2020-Apr,Chillies,vgetable,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,120.0,150,180,5.5,45000,2750.0,sandy loam,6.25,30.0,60,30.0,True,0.0,0.0,one_sow_few_harvests,intermediate_term
770,Medak,2020-Apr,SUGARCANE  ,fruit,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,3.7279999256134033,300,450,12.5,72500,31337.0,sandy loam,7.0,150.0,80,80.0,True,0.0,0.0,one_sow_one_harvest,long_term
771,Medak,2020-Apr,ONION,vegetable,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,44.25,80,150,3.8333332538604736,37500,17000.0,sandy loam,6.5,40.0,20,40.0,True,0.0,0.0,one_sow_one_harvest,short_term
772,medak,2020-Apr,Tomato,vegetable,True,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,25.0,90,90,3.0,45000,16187.400390625,sandy loam,6.5,200.0,250,250.0,True,359685.0,799.2999877929688,one_sow_few_harvests,short_term
773,medak,2020-Apr,Brinjal,vegetable,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,22.0,140,140,4.666666507720947,27500,16186.0,loamy soil,6.050000190734863,200.0,75,75.0,True,0.0,0.0,one_sow_few_harvests,intermediate_term
774,medak,2020-Apr,Ginger,vegetable,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,35.0,240,240,8.0,60500,10000.0,loamy soil,6.0,10.0,20,20.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
775,medak,2020-Apr,Potato,vegetable,True,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,22.0,75,75,2.5,43000,14164.0,loamy soil,6.25,5.0,10,10.0,True,268608.0,624.6697387695312,one_sow_one_harvest,short_term
776,medak,2020-Apr,Bhendi,vegetable,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,31.0,55,55,1.8333333730697632,24000,8096.0,sandy loam,6.400000095367432,30.0,40,40.0,False,0.0,0.0,one_sow_few_harvests,short_term
777,medak,2020-Apr,Cabbage,vegetable,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,18.0,90,90,3.0,28500,8098.0,sandy loam,6.5,90.0,90,90.0,True,0.0,0.0,one_sow_one_harvest,short_term
778,medak,2020-Apr,Coccinea,vegetable,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,29.0,180,180,6.0,38000,15003.0,loamy soil,6.25,80.0,60,40.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
779,medak,2020-Apr,Turmeric,other_commercial_crop,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,95.0,210,210,7.0,67000,1200.0,clay loam,6.0,120.0,50,80.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
780,medak,2020-Apr,Banana,fruit,True,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,32.0,360,360,12.0,90000,16184.0,loamy soil,6.75,400.0,120,600.0,True,427888.0,475.4311218261719,one_sow_few_harvests,intermediate_term
781,medak,2020-Apr,Dates,dry_fruit,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,292.0,1080,1080,36.0,395000,12000.0,sandy loamy,9.5,32.0,32,32.0,False,0.0,0.0,one_sow_many_harvests,long_term
782,medak,2020-Apr,Pomegrante,fruit,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,108.0,1980,1980,66.0,61500,9000.0,loamy soil,7.25,56.0,20,20.0,True,0.0,0.0,one_sow_many_harvests,long_term
783,medak,2020-Apr,Custard apple,fruit,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,54.0,1080,1080,36.0,29000,7999.0,loamy soil,6.0,25.0,12,12.0,False,0.0,0.0,one_sow_many_harvests,long_term
784,medak,2020-Apr,Grapes,fruit,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,106.0,900,900,30.0,92000,20235.279296875,sandy loam,7.25,215.0,75,100.0,True,0.0,0.0,one_sow_many_harvests,long_term
785,medak,2020-Apr,Papaya,fruit,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,39.0,210,210,7.0,72000,30000.0,sandy loam,6.75,1088.0,72,527.0,True,0.0,0.0,one_sow_many_harvests,intermediate_term
786,medak,2020-Apr,Mango,fruit,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,67.0,1800,2880,78.0,46750,3000.0,sandy loam,6.5,400.0,400,600.0,False,0.0,0.0,one_sow_many_harvests,long_term
787,medak,2020-Apr,Dragon Fruit,fruit,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,140.0,240,720,16.0,430000,10000.0,sandy loam,6.0,170.0,170,170.0,False,0.0,0.0,one_sow_many_harvests,long_term
788,medak,2020-Apr,Rose,flower,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,292.0,45,50,1.5833333730697632,47000,800.0,loamy soil,6.25,200.0,75,125.0,True,0.0,0.0,one_sow_many_harvests,short_term
789,medak,2020-Apr,Marigold,flower,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,89.0,56,60,1.9333332777023315,30500,10000.0,sandy loam,7.25,45.0,90,75.0,False,0.0,0.0,one_sow_few_harvests,short_term
790,medak,2020-Apr,Capsicum,vegetable,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,21.0,55,90,2.4166667461395264,42000,39998.0,clay loam,6.5,40.0,60,30.0,True,0.0,0.0,one_sow_few_harvests,short_term
791,medak,2020-Apr,Cauliflower,vegetable,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,27.0,90,120,3.5,29500,8095.0,loamy soil,6.5,120.0,80,80.0,True,0.0,0.0,one_sow_one_harvest,short_term
792,medak,2020-Apr,Bitter Gourd,vegetable,True,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,31.0,55,60,1.9166666269302368,22000,6060.0,sandy loam,6.5,120.0,40,80.0,False,165860.0,753.9091186523438,one_sow_few_harvests,short_term
793,medak,2020-Apr,Bottle Gourd,vegetable,True,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,25.0,110,120,3.8333332538604736,22000,15992.0,sandy loam,7.0,120.0,40,80.0,True,377800.0,1717.272705078125,one_sow_few_harvests,short_term
794,medak,2020-Apr,Cashew ,dry_fruit,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,610.0,720,1080,30.0,31000,1306.0,sandy loam,5.75,890.0,445,445.0,False,0.0,0.0,one_sow_many_harvests,long_term
795,medak,2020-Apr,Mulberry,fruit,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,146.0,150,180,5.5,45000,25000.0,loamy soil,6.5,350.0,140,140.0,True,0.0,0.0,one_sow_many_harvests,intermediate_term
796,medak,2020-Apr,Coconut,fruit,True,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,118.0,2160,3600,96.0,40500,2787.0,sandy loam,6.599999904632568,800.0,40,160.0,False,288366.0,712.0148315429688,one_sow_many_harvests,long_term
797,medak,2020-Apr,Jasmine,flower,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,993.0,240,270,8.5,33500,800.0,loamy soil,7.0,50.0,100,100.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
798,medak,2020-Apr,Chrysanthemum,flower,False,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,98.0,75,90,2.75,33500,10001.0,sandy loam,6.75,125.0,120,25.0,True,0.0,0.0,one_sow_few_harvests,short_term
799,medak,2020-Apr,Avacado,fruit,True,0.40645161271095276,33.99515914916992,39.64677429199219,6.71129035949707,204.0,1095,1460,42.58333206176758,350000,12010.0,sandy loam,6.0,50.0,25,25.0,True,2100040.0,600.0114135742188,one_sow_many_harvests,long_term
800,Medak,2020-May,PADDY,grains,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,18.351980209350586,90,110,3.3333332538604736,36000,2500.0,loamy soil,5.75,150.0,60,60.0,True,0.0,0.0,one_sow_one_harvest,short_term
801,Medak,2020-May,Wheat,grains,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,26.110000610351562,210,240,7.5,16500,2300.0,loamy soil,6.5,80.0,40,40.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
802,Medak,2020-May,JOWAR ,grains,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,36.88999938964844,65,75,2.3333332538604736,17000,861.0,loamy soil,6.75,80.0,40,40.0,True,0.0,0.0,one_sow_one_harvest,short_term
803,Medak,2020-May,BAJRA ,grains,True,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,186.0,70,90,2.6666667461395264,11000,2500.0,sandy loam,0.75,80.0,40,40.0,False,454000.0,4127.27294921875,one_sow_one_harvest,short_term
804,Medak,2020-May,MAIZE,grains,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,17.0,105,110,3.5833332538604736,25000,2157.0,loamy soil,6.5,60.0,30,30.0,True,0.0,0.0,one_sow_one_harvest,short_term
805,Medak,2020-May,RAGI   ,grains,True,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,41.45000076293945,120,135,4.25,13000,648.0,loamy soil,6.0,40.0,20,20.0,False,13859.599609375,106.6123046875,one_sow_one_harvest,intermediate_term
806,Medak,2020-May,REDGRAM,grains,True,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,52.52000045776367,100,120,3.6666667461395264,17500,800.0,loamy soil,5.25,10.0,20,12.0,True,24516.0,140.0914306640625,one_sow_one_harvest,short_term
807,Medak,2020-May,GREENGRAM  ,grains,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,42.5,60,65,2.0833332538604736,15000,384.0,sandy loam,6.75,20.0,40,0.0,False,0.0,0.0,one_sow_one_harvest,short_term
808,Medak,2020-May,BLACKGRAM ,grains,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,36.15999984741211,70,85,2.5833332538604736,16000,729.0,sandy loam,7.150000095367432,20.0,40,40.0,False,0.0,0.0,one_sow_one_harvest,short_term
809,Medak,2020-May,HORSEGRAM,grains,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,48.75,90,135,3.75,15500,355.0,loamy soil,6.5,12.5,25,12.5,False,0.0,0.0,one_sow_one_harvest,short_term
810,Medak,2020-May,BengalGram,grains,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,45.619998931884766,160,170,5.5,21000,620.0,sandy loam,6.25,10.0,40,20.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
811,Medak,2020-May,Cowpea,grains,True,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,28.0,90,125,3.5833332538604736,8500,334.0,sandy loam,7.099999904632568,135.0,31,250.0,True,852.0,10.023529052734375,one_sow_one_harvest,short_term
812,Medak,2020-May,GROUNDNUT,fruit,True,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,29.889999389648438,110,120,3.8333332538604736,22500,1189.0,sandy loam,6.25,60.0,45,48.0,True,13039.2099609375,57.95204544067383,one_sow_one_harvest,short_term
813,Medak,2020-May,SESAMUM (Gingelly),grains,True,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,47.45000076293945,90,130,3.6666667461395264,13500,350.0,loamy soil,6.75,17.0,13,13.0,True,3107.5,23.018518447875977,one_sow_one_harvest,short_term
814,Medak,2020-May,SUNFLOWER,flower,True,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,32.0,90,100,3.1666667461395264,20500,904.0,sandy loam,6.400000095367432,150.0,75,50.0,True,8428.0,41.1121940612793,one_sow_one_harvest,short_term
815,Medak,2020-May,Safflower,flower,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,35.0,120,150,4.5,14000,448.0,sandy loam,6.5,24.0,108,48.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
816,Medak,2020-May,CASTOR  ,oil_seeds,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,35.0,150,300,7.5,16500,657.0,sandy loam,5.75,40.0,25,15.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
817,Medak,2020-May,SOYABEAN,oil_seeds,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,28.0,50,145,3.25,11500,866.0,loamy soil,6.75,20.0,40,20.0,True,0.0,0.0,one_sow_few_harvests,short_term
818,Medak,2020-May,COTTON,other_commercial_crop,True,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,120.0,180,240,7.0,37500,500.0,sandy loam,6.900000095367432,80.0,40,40.0,False,22500.0,60.0,one_sow_few_harvests,intermediate_term
819,Medak,2020-May,Chillies,vgetable,True,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,100.0,150,180,5.5,45000,2750.0,sandy loam,6.25,30.0,60,30.0,True,230000.0,511.1111145019531,one_sow_few_harvests,intermediate_term
820,Medak,2020-May,SUGARCANE  ,fruit,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,3.880000114440918,300,450,12.5,72500,31337.0,sandy loam,7.0,150.0,80,80.0,True,0.0,0.0,one_sow_one_harvest,long_term
821,Medak,2020-May,ONION,vegetable,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,48.880001068115234,80,150,3.8333332538604736,37500,17000.0,sandy loam,6.5,40.0,20,40.0,True,0.0,0.0,one_sow_one_harvest,short_term
822,medak,2020-May,Tomato,vegetable,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,29.0,90,90,3.0,45000,16187.400390625,sandy loam,6.5,200.0,250,250.0,True,0.0,0.0,one_sow_few_harvests,short_term
823,medak,2020-May,Brinjal,vegetable,True,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,28.0,140,140,4.666666507720947,27500,16188.0,loamy soil,6.050000190734863,200.0,75,75.0,True,425764.0,1548.232666015625,one_sow_few_harvests,intermediate_term
824,medak,2020-May,Ginger,vegetable,True,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,25.0,240,240,8.0,60500,10000.0,loamy soil,6.0,10.0,20,20.0,True,189500.0,313.22314453125,one_sow_one_harvest,intermediate_term
825,medak,2020-May,Potato,vegetable,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,27.0,75,75,2.5,43000,14164.0,loamy soil,6.25,5.0,10,10.0,True,0.0,0.0,one_sow_one_harvest,short_term
826,medak,2020-May,Bhendi,vegetable,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,33.0,55,55,1.8333333730697632,24000,8096.0,sandy loam,6.400000095367432,30.0,40,40.0,False,0.0,0.0,one_sow_few_harvests,short_term
827,medak,2020-May,Cabbage,vegetable,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,25.0,90,90,3.0,28500,8093.0,sandy loam,6.5,90.0,90,90.0,True,0.0,0.0,one_sow_one_harvest,short_term
828,medak,2020-May,Coccinea,vegetable,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,30.0,180,180,6.0,38000,15003.0,loamy soil,6.25,80.0,60,40.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
829,medak,2020-May,Turmeric,other_commercial_crop,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,89.0,210,210,7.0,67000,1200.0,clay loam,6.0,120.0,50,80.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
830,medak,2020-May,Banana,fruit,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,34.0,360,360,12.0,90000,16185.0,loamy soil,6.75,400.0,120,600.0,True,0.0,0.0,one_sow_few_harvests,intermediate_term
831,medak,2020-May,Dates,dry_fruit,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,318.0,1080,1080,36.0,395000,12000.0,sandy loamy,9.5,32.0,32,32.0,False,0.0,0.0,one_sow_many_harvests,long_term
832,medak,2020-May,Pomegrante,fruit,False,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,117.0,1980,1980,66.0,61500,9000.0,loamy soil,7.25,56.0,20,20.0,True,0.0,0.0,one_sow_many_harvests,long_term
833,medak,2020-May,Custard apple,fruit,True,0.10967741906642914,33.79838943481445,43.948387145996094,6.0580644607543945,55.0,1080,1080,36.0,29000,7992.0,loamy soil,6.0,25.0,12,12.0,False,410560.0,1415.72412109375,one_sow_many_harvests,long_term
